event_id,timestamp,model_id,client_id,filters_used,selected
E0000351,2025-01-23T00:00:00,10233,C031,beauty campaign + porcelain skin,1
E0000352,2025-06-14T00:00:00,10233,C004,fragrance + high cheekbones,1
E0000353,2025-06-12T00:00:00,10233,C004,beauty campaign + porcelain skin,1
E0000354,2024-08-06T00:00:00,10233,C004,editorial + runway height 175–182,1
E0000355,2025-03-09T00:00:00,10233,C020,editorial + runway height 175–182,1
E0000356,2024-07-19T00:00:00,10233,C009,luxury campaign + SS25 brief,1
E0000357,2024-07-19T00:00:00,10233,C009,editorial + runway height 175–182,1
E0000358,2024-07-09T00:00:00,10121,C010,beauty campaign + porcelain skin,1
E0000359,2024-11-22T00:00:00,10121,C010,fragrance + high cheekbones,1
E0000360,2024-07-27T00:00:00,10121,C016,beauty campaign + porcelain skin,1
E0000361,2024-07-27T00:00:00,10121,C016,editorial + runway height 175–182,1
E0000362,2024-05-12T00:00:00,10121,C023,fragrance + high cheekbones,1
E0000363,2024-05-12T00:00:00,10121,C023,luxury campaign + SS25 brief,1
E0000364,2024-11-09T00:00:00,10121,C011,luxury campaign + SS25 brief,1
E0000365,2024-07-18T00:00:00,10121,C023,blonde + blue eyes + size 0–4,1
E0000366,2024-07-18T00:00:00,10121,C023,fragrance + high cheekbones,1
E0000367,2025-04-30T00:00:00,10121,C010,editorial + runway height 175–182,1
E0000368,2025-04-30T00:00:00,10121,C010,beauty campaign + porcelain skin,1
E0000369,2025-04-14T00:00:00,10121,C023,beauty campaign + porcelain skin,1
E0000370,2025-04-13T00:00:00,10121,C023,blonde + blue eyes + size 0–4,1
E0000371,2025-04-25T00:00:00,10121,C010,fragrance + high cheekbones,1
E0000372,2025-10-15T00:00:00,10121,C034,editorial + runway height 175–182,1
E0000373,2025-10-14T00:00:00,10121,C034,luxury campaign + SS25 brief,1
E0000374,2025-09-26T00:00:00,10121,C026,brown hair + green eyes + lookbook,1
E0000375,2025-09-10T00:00:00,10121,C023,blonde + blue eyes + size 0–4,1
E0000376,2025-09-10T00:00:00,10121,C023,luxury campaign + SS25 brief,1
E0000377,2025-05-04T00:00:00,10121,C026,beauty campaign + porcelain skin,1
E0000378,2025-05-04T00:00:00,10121,C026,blonde + blue eyes + size 0–4,1
E0000379,2024-05-29T00:00:00,10121,C031,blonde + blue eyes + size 0–4,1
E0000380,2024-11-19T00:00:00,10588,C017,brown hair + green eyes + lookbook,1
E0000381,2025-03-01T00:00:00,10588,C022,luxury campaign + SS25 brief,1
E0000382,2025-03-02T00:00:00,10588,C022,brown hair + green eyes + lookbook,1
E0000383,2025-01-21T00:00:00,10588,C019,blonde + blue eyes + size 0–4,1
E0000384,2024-06-03T00:00:00,10588,C020,luxury campaign + SS25 brief,1
E0000385,2024-06-03T00:00:00,10588,C020,editorial + runway height 175–182,1
E0000386,2025-05-13T00:00:00,10588,C014,blonde + blue eyes + size 0–4,1
E0000387,2024-10-05T00:00:00,10588,C022,brown hair + green eyes + lookbook,1
E0000388,2024-10-06T00:00:00,10588,C022,brown hair + green eyes + lookbook,1
E0000389,2025-07-23T00:00:00,10588,C020,brown hair + green eyes + lookbook,1
E0000390,2025-05-12T00:00:00,10588,C020,brown hair + green eyes + lookbook,1
E0000391,2025-05-11T00:00:00,10588,C020,brown hair + green eyes + lookbook,1
E0000392,2024-11-20T00:00:00,10588,C022,beauty campaign + porcelain skin,1
E0000393,2024-11-18T00:00:00,10588,C022,blonde + blue eyes + size 0–4,1
E0000394,2025-03-01T00:00:00,10588,C018,editorial + runway height 175–182,1
E0000395,2025-03-02T00:00:00,10588,C018,editorial + runway height 175–182,1
E0000396,2025-04-02T00:00:00,10588,C018,luxury campaign + SS25 brief,1
E0000397,2024-12-08T00:00:00,10588,C027,beauty campaign + porcelain skin,1
E0000398,2024-12-06T00:00:00,10588,C027,blonde + blue eyes + size 0–4,1
E0000399,2025-04-29T00:00:00,10588,C035,brown hair + green eyes + lookbook,1
E0000400,2025-04-29T00:00:00,10588,C035,brown hair + green eyes + lookbook,1
E0000401,2025-06-26T00:00:00,10588,C018,editorial + runway height 175–182,1
E0000402,2025-06-24T00:00:00,10588,C018,editorial + runway height 175–182,1
E0000403,2025-03-10T00:00:00,10501,C028,fragrance + high cheekbones,1
E0000404,2025-03-12T00:00:00,10501,C028,beauty campaign + porcelain skin,1
E0000405,2024-05-24T00:00:00,10501,C025,blonde + blue eyes + size 0–4,1
E0000406,2024-05-16T00:00:00,10501,C025,blonde + blue eyes + size 0–4,1
E0000407,2025-08-25T00:00:00,10501,C028,luxury campaign + SS25 brief,1
E0000408,2025-08-23T00:00:00,10501,C028,brown hair + green eyes + lookbook,1
E0000409,2024-09-02T00:00:00,10501,C015,blonde + blue eyes + size 0–4,1
E0000410,2024-09-25T00:00:00,10501,C035,blonde + blue eyes + size 0–4,1
E0000411,2024-09-26T00:00:00,10501,C035,beauty campaign + porcelain skin,1
E0000412,2025-01-15T00:00:00,10501,C012,beauty campaign + porcelain skin,1
E0000413,2025-09-01T00:00:00,10501,C025,luxury campaign + SS25 brief,1
E0000414,2025-08-31T00:00:00,10501,C025,brown hair + green eyes + lookbook,1
E0000415,2025-06-18T00:00:00,10501,C025,luxury campaign + SS25 brief,1
E0000416,2024-12-16T00:00:00,10501,C035,beauty campaign + porcelain skin,1
E0000417,2024-12-16T00:00:00,10501,C035,brown hair + green eyes + lookbook,1
E0000418,2024-12-12T00:00:00,10501,C035,beauty campaign + porcelain skin,1
E0000419,2025-02-16T00:00:00,10501,C013,beauty campaign + porcelain skin,1
E0000420,2024-11-14T00:00:00,10501,C025,fragrance + high cheekbones,1
E0000421,2025-03-25T00:00:00,10501,C014,luxury campaign + SS25 brief,1
E0000422,2025-04-30T00:00:00,10501,C014,editorial + runway height 175–182,1
E0000423,2024-06-16T00:00:00,10087,C023,editorial + runway height 175–182,1
E0000424,2024-06-15T00:00:00,10087,C023,luxury campaign + SS25 brief,1
E0000425,2025-10-07T00:00:00,10087,C035,fragrance + high cheekbones,1
E0000426,2025-03-27T00:00:00,10087,C020,beauty campaign + porcelain skin,1
E0000427,2025-03-26T00:00:00,10087,C020,beauty campaign + porcelain skin,1
E0000428,2024-12-09T00:00:00,10087,C020,fragrance + high cheekbones,1
E0000429,2025-08-16T00:00:00,10087,C032,beauty campaign + porcelain skin,1
E0000430,2025-03-24T00:00:00,10087,C020,editorial + runway height 175–182,1
E0000431,2025-03-25T00:00:00,10087,C020,fragrance + high cheekbones,1
E0000432,2025-02-01T00:00:00,10136,C003,brown hair + green eyes + lookbook,1
E0000433,2025-01-30T00:00:00,10136,C001,blonde + blue eyes + size 0–4,1
E0000434,2024-07-25T00:00:00,10136,C031,luxury campaign + SS25 brief,1
E0000435,2024-07-26T00:00:00,10136,C031,fragrance + high cheekbones,1
E0000436,2025-05-21T00:00:00,10136,C003,luxury campaign + SS25 brief,1
E0000437,2025-02-05T00:00:00,10136,C012,beauty campaign + porcelain skin,1
E0000438,2025-02-05T00:00:00,10136,C012,beauty campaign + porcelain skin,1
E0000439,2024-07-21T00:00:00,10136,C034,editorial + runway height 175–182,1
E0000440,2025-06-03T00:00:00,10136,C003,beauty campaign + porcelain skin,1
E0000441,2025-06-03T00:00:00,10136,C003,brown hair + green eyes + lookbook,1
E0000442,2024-05-17T00:00:00,10136,C003,luxury campaign + SS25 brief,1
E0000443,2024-05-18T00:00:00,10136,C003,blonde + blue eyes + size 0–4,1
E0000444,2024-10-19T00:00:00,10136,C004,fragrance + high cheekbones,1
E0000445,2025-07-08T00:00:00,10136,C007,beauty campaign + porcelain skin,1
E0000446,2025-07-07T00:00:00,10136,C007,fragrance + high cheekbones,1
E0000447,2025-05-07T00:00:00,10136,C004,brown hair + green eyes + lookbook,1
E0000448,2025-03-09T00:00:00,10136,C034,fragrance + high cheekbones,1
E0000449,2025-03-11T00:00:00,10136,C034,blonde + blue eyes + size 0–4,1
E0000450,2025-03-03T00:00:00,9970,C025,editorial + runway height 175–182,1
E0000451,2025-03-05T00:00:00,9970,C025,fragrance + high cheekbones,1
E0000452,2025-05-28T00:00:00,9970,C006,blonde + blue eyes + size 0–4,1
E0000453,2024-11-23T00:00:00,9970,C022,luxury campaign + SS25 brief,1
E0000454,2025-03-06T00:00:00,9970,C011,fragrance + high cheekbones,1
E0000455,2024-11-25T00:00:00,9970,C028,fragrance + high cheekbones,1
E0000456,2024-11-25T00:00:00,9970,C028,brown hair + green eyes + lookbook,1
E0000457,2024-11-07T00:00:00,9970,C005,luxury campaign + SS25 brief,1
E0000458,2024-11-08T00:00:00,9970,C005,fragrance + high cheekbones,1
E0000459,2024-06-05T00:00:00,9970,C020,blonde + blue eyes + size 0–4,1
E0000460,2024-06-07T00:00:00,9970,C020,fragrance + high cheekbones,1
E0000461,2025-05-12T00:00:00,9970,C007,luxury campaign + SS25 brief,1
E0000462,2025-05-12T00:00:00,9970,C007,blonde + blue eyes + size 0–4,1
E0000463,2024-10-04T00:00:00,9970,C005,editorial + runway height 175–182,1
E0000464,2024-10-04T00:00:00,9970,C005,luxury campaign + SS25 brief,1
E0000465,2025-08-03T00:00:00,9970,C001,luxury campaign + SS25 brief,1
E0000466,2024-09-20T00:00:00,9970,C016,luxury campaign + SS25 brief,1
E0000467,2024-09-20T00:00:00,9970,C016,blonde + blue eyes + size 0–4,1
E0000468,2025-10-04T00:00:00,9970,C020,luxury campaign + SS25 brief,1
E0000469,2025-04-17T00:00:00,9970,C024,luxury campaign + SS25 brief,1
E0000470,2025-04-16T00:00:00,9970,C024,editorial + runway height 175–182,1
E0000471,2025-02-26T00:00:00,9970,C005,beauty campaign + porcelain skin,1
E0000472,2025-02-25T00:00:00,9970,C005,luxury campaign + SS25 brief,1
E0000473,2024-07-29T00:00:00,10073,C009,blonde + blue eyes + size 0–4,1
E0000474,2024-07-29T00:00:00,10073,C009,blonde + blue eyes + size 0–4,1
E0000475,2025-08-24T00:00:00,10073,C022,fragrance + high cheekbones,1
E0000476,2025-08-24T00:00:00,10073,C022,luxury campaign + SS25 brief,1
E0000477,2024-11-13T00:00:00,10073,C021,editorial + runway height 175–182,1
E0000478,2024-11-11T00:00:00,10073,C021,blonde + blue eyes + size 0–4,1
E0000479,2024-10-08T00:00:00,10073,C038,brown hair + green eyes + lookbook,1
E0000480,2024-10-07T00:00:00,10073,C038,editorial + runway height 175–182,1
E0000481,2024-05-26T00:00:00,10073,C029,editorial + runway height 175–182,1
E0000482,2024-05-27T00:00:00,10073,C029,fragrance + high cheekbones,1
E0000483,2024-05-14T00:00:00,10073,C027,luxury campaign + SS25 brief,1
E0000484,2024-05-13T00:00:00,10073,C027,beauty campaign + porcelain skin,1
E0000485,2024-11-28T00:00:00,10073,C022,blonde + blue eyes + size 0–4,1
E0000486,2025-08-07T00:00:00,10073,C029,luxury campaign + SS25 brief,1
E0000487,2025-04-11T00:00:00,10073,C006,luxury campaign + SS25 brief,1
E0000488,2025-04-10T00:00:00,10073,C006,brown hair + green eyes + lookbook,1
E0000489,2025-06-10T00:00:00,10073,C037,beauty campaign + porcelain skin,1
E0000490,2025-04-03T00:00:00,10073,C025,luxury campaign + SS25 brief,1
E0000491,2025-03-09T00:00:00,10073,C015,blonde + blue eyes + size 0–4,1
E0000492,2024-08-28T00:00:00,10073,C022,beauty campaign + porcelain skin,1
E0000493,2024-12-15T00:00:00,10073,C010,blonde + blue eyes + size 0–4,1
E0000494,2024-12-15T00:00:00,10073,C010,brown hair + green eyes + lookbook,1
E0000495,2025-04-03T00:00:00,10073,C025,beauty campaign + porcelain skin,1
E0000496,2025-04-04T00:00:00,10073,C025,editorial + runway height 175–182,1
E0000497,2025-07-31T00:00:00,10073,C008,beauty campaign + porcelain skin,1
E0000498,2025-07-23T00:00:00,10073,C016,blonde + blue eyes + size 0–4,1
E0000499,2025-06-26T00:00:00,10073,C022,luxury campaign + SS25 brief,1
E0000500,2025-10-09T00:00:00,10073,C013,brown hair + green eyes + lookbook,1
E0000501,2025-10-10T00:00:00,10073,C013,beauty campaign + porcelain skin,1
E0000502,2024-05-30T00:00:00,10073,C029,brown hair + green eyes + lookbook,1
E0000503,2025-10-08T00:00:00,10073,C022,blonde + blue eyes + size 0–4,1
E0000504,2025-10-09T00:00:00,10073,C022,blonde + blue eyes + size 0–4,1
E0000505,2024-10-12T00:00:00,10073,C022,blonde + blue eyes + size 0–4,1
E0000506,2024-07-01T00:00:00,10073,C020,luxury campaign + SS25 brief,1
E0000507,2025-04-27T00:00:00,10600,C008,editorial + runway height 175–182,1
E0000508,2025-04-29T00:00:00,10600,C008,brown hair + green eyes + lookbook,1
E0000509,2024-09-14T00:00:00,10600,C012,editorial + runway height 175–182,1
E0000510,2024-09-14T00:00:00,10600,C012,editorial + runway height 175–182,1
E0000511,2024-10-03T00:00:00,10600,C020,brown hair + green eyes + lookbook,1
E0000512,2024-10-04T00:00:00,10600,C020,blonde + blue eyes + size 0–4,1
E0000513,2025-09-27T00:00:00,10600,C033,editorial + runway height 175–182,1
E0000514,2025-05-11T00:00:00,10600,C020,brown hair + green eyes + lookbook,1
E0000515,2024-07-21T00:00:00,10600,C012,beauty campaign + porcelain skin,1
E0000516,2025-01-11T00:00:00,10600,C012,fragrance + high cheekbones,1
E0000517,2025-05-03T00:00:00,10600,C020,editorial + runway height 175–182,1
E0000518,2025-05-02T00:00:00,10600,C020,blonde + blue eyes + size 0–4,1
E0000519,2024-08-21T00:00:00,10600,C016,luxury campaign + SS25 brief,1
E0000520,2025-03-13T00:00:00,10600,C029,brown hair + green eyes + lookbook,1
E0000521,2025-03-13T00:00:00,10600,C029,editorial + runway height 175–182,1
E0000522,2025-03-26T00:00:00,10600,C012,blonde + blue eyes + size 0–4,1
E0000523,2024-08-03T00:00:00,10134,C037,fragrance + high cheekbones,1
E0000524,2024-08-03T00:00:00,10134,C037,blonde + blue eyes + size 0–4,1
E0000525,2024-05-30T00:00:00,10134,C033,brown hair + green eyes + lookbook,1
E0000526,2024-05-29T00:00:00,10134,C033,beauty campaign + porcelain skin,1
E0000527,2025-02-11T00:00:00,10134,C009,blonde + blue eyes + size 0–4,1
E0000528,2024-05-09T00:00:00,10134,C032,brown hair + green eyes + lookbook,1
E0000529,2024-09-20T00:00:00,10134,C014,editorial + runway height 175–182,1
E0000530,2024-09-20T00:00:00,10134,C014,beauty campaign + porcelain skin,1
E0000531,2024-05-03T00:00:00,10134,C037,brown hair + green eyes + lookbook,1
E0000532,2024-05-02T00:00:00,10134,C037,brown hair + green eyes + lookbook,1
E0000533,2025-09-03T00:00:00,10134,C037,beauty campaign + porcelain skin,1
E0000534,2025-09-01T00:00:00,10134,C037,blonde + blue eyes + size 0–4,1
E0000535,2024-11-02T00:00:00,10134,C014,blonde + blue eyes + size 0–4,1
E0000536,2024-11-01T00:00:00,10134,C014,editorial + runway height 175–182,1
E0000537,2024-11-04T00:00:00,10134,C004,editorial + runway height 175–182,1
E0000538,2024-05-14T00:00:00,10134,C030,luxury campaign + SS25 brief,1
E0000539,2024-05-14T00:00:00,10134,C030,luxury campaign + SS25 brief,1
E0000540,2025-07-27T00:00:00,10134,C028,editorial + runway height 175–182,1
E0000541,2025-07-28T00:00:00,10134,C028,beauty campaign + porcelain skin,1
E0000542,2025-05-17T00:00:00,10134,C018,luxury campaign + SS25 brief,1
E0000543,2025-05-19T00:00:00,10134,C018,luxury campaign + SS25 brief,1
E0000544,2025-10-01T00:00:00,10134,C004,beauty campaign + porcelain skin,1
E0000545,2025-10-02T00:00:00,10134,C004,blonde + blue eyes + size 0–4,1
E0000546,2025-03-15T00:00:00,10134,C014,brown hair + green eyes + lookbook,1
E0000547,2025-03-14T00:00:00,10134,C014,blonde + blue eyes + size 0–4,1
E0000548,2024-09-30T00:00:00,10134,C001,brown hair + green eyes + lookbook,1
E0000549,2024-10-01T00:00:00,10134,C001,beauty campaign + porcelain skin,1
E0000550,2025-02-12T00:00:00,10134,C014,luxury campaign + SS25 brief,1
E0000551,2025-02-12T00:00:00,10134,C014,beauty campaign + porcelain skin,1
E0000552,2024-07-13T00:00:00,10134,C009,blonde + blue eyes + size 0–4,1
E0000553,2024-07-11T00:00:00,10134,C009,beauty campaign + porcelain skin,1
E0000554,2025-03-18T00:00:00,10685,C011,blonde + blue eyes + size 0–4,1
E0000555,2025-03-19T00:00:00,10685,C011,beauty campaign + porcelain skin,1
E0000556,2025-02-24T00:00:00,10685,C034,fragrance + high cheekbones,1
E0000557,2024-08-30T00:00:00,10685,C034,editorial + runway height 175–182,1
E0000558,2024-08-29T00:00:00,10685,C034,blonde + blue eyes + size 0–4,1
E0000559,2024-11-21T00:00:00,10685,C016,brown hair + green eyes + lookbook,1
E0000560,2025-09-11T00:00:00,10685,C020,luxury campaign + SS25 brief,1
E0000561,2024-12-13T00:00:00,10685,C016,luxury campaign + SS25 brief,1
E0000562,2024-12-13T00:00:00,10685,C016,fragrance + high cheekbones,1
E0000563,2025-09-25T00:00:00,10685,C010,blonde + blue eyes + size 0–4,1
E0000564,2025-08-16T00:00:00,10685,C010,editorial + runway height 175–182,1
E0000565,2025-08-14T00:00:00,10685,C010,luxury campaign + SS25 brief,1
E0000566,2025-06-26T00:00:00,10685,C010,fragrance + high cheekbones,1
E0000567,2025-09-26T00:00:00,10685,C033,editorial + runway height 175–182,1
E0000568,2025-03-20T00:00:00,10685,C018,brown hair + green eyes + lookbook,1
E0000569,2025-03-20T00:00:00,10685,C018,luxury campaign + SS25 brief,1
E0000570,2025-01-01T00:00:00,10685,C005,beauty campaign + porcelain skin,1
E0000571,2025-01-01T00:00:00,10685,C005,beauty campaign + porcelain skin,1
E0000572,2025-03-23T00:00:00,10685,C034,blonde + blue eyes + size 0–4,1
E0000573,2024-05-20T00:00:00,10765,C030,fragrance + high cheekbones,1
E0000574,2024-05-19T00:00:00,10765,C030,luxury campaign + SS25 brief,1
E0000575,2025-09-05T00:00:00,10765,C008,editorial + runway height 175–182,1
E0000576,2025-09-06T00:00:00,10765,C008,editorial + runway height 175–182,1
E0000577,2025-10-01T00:00:00,10765,C030,brown hair + green eyes + lookbook,1
E0000578,2025-10-03T00:00:00,10765,C030,luxury campaign + SS25 brief,1
E0000579,2024-06-12T00:00:00,10765,C030,editorial + runway height 175–182,1
E0000580,2024-06-11T00:00:00,10765,C030,editorial + runway height 175–182,1
E0000581,2024-10-15T00:00:00,10765,C008,luxury campaign + SS25 brief,1
E0000582,2025-02-21T00:00:00,10765,C037,beauty campaign + porcelain skin,1
E0000583,2024-08-08T00:00:00,10436,C001,luxury campaign + SS25 brief,1
E0000584,2024-08-08T00:00:00,10436,C001,beauty campaign + porcelain skin,1
E0000585,2025-09-28T00:00:00,10436,C027,blonde + blue eyes + size 0–4,1
E0000586,2024-09-11T00:00:00,10436,C037,blonde + blue eyes + size 0–4,1
E0000587,2025-08-10T00:00:00,10120,C003,beauty campaign + porcelain skin,1
E0000588,2025-08-10T00:00:00,10120,C003,luxury campaign + SS25 brief,1
E0000589,2025-09-19T00:00:00,10120,C003,brown hair + green eyes + lookbook,1
E0000590,2025-09-20T00:00:00,10120,C003,fragrance + high cheekbones,1
E0000591,2025-04-08T00:00:00,10120,C035,editorial + runway height 175–182,1
E0000592,2024-10-26T00:00:00,10120,C026,blonde + blue eyes + size 0–4,1
E0000593,2024-10-26T00:00:00,10120,C026,blonde + blue eyes + size 0–4,1
E0000594,2025-03-01T00:00:00,10120,C020,beauty campaign + porcelain skin,1
E0000595,2025-04-14T00:00:00,10120,C034,brown hair + green eyes + lookbook,1
E0000596,2025-04-13T00:00:00,10120,C034,luxury campaign + SS25 brief,1
E0000597,2024-10-18T00:00:00,10120,C030,brown hair + green eyes + lookbook,1
E0000598,2025-09-12T00:00:00,10120,C026,fragrance + high cheekbones,1
E0000599,2025-10-08T00:00:00,10120,C026,beauty campaign + porcelain skin,1
E0000600,2024-11-18T00:00:00,10120,C026,brown hair + green eyes + lookbook,1
E0000601,2024-11-17T00:00:00,10120,C026,fragrance + high cheekbones,1
E0000602,2024-12-14T00:00:00,10120,C003,editorial + runway height 175–182,1
E0000603,2024-05-19T00:00:00,10120,C020,luxury campaign + SS25 brief,1
E0000604,2024-05-17T00:00:00,10120,C020,luxury campaign + SS25 brief,1
E0000605,2025-05-05T00:00:00,10120,C023,brown hair + green eyes + lookbook,1
E0000606,2025-05-11T00:00:00,10120,C003,blonde + blue eyes + size 0–4,1
E0000607,2025-05-11T00:00:00,10120,C003,editorial + runway height 175–182,1
E0000608,2025-04-11T00:00:00,10049,C015,fragrance + high cheekbones,1
E0000609,2024-09-10T00:00:00,10049,C038,luxury campaign + SS25 brief,1
E0000610,2024-09-11T00:00:00,10049,C038,luxury campaign + SS25 brief,1
E0000611,2024-11-11T00:00:00,10049,C001,blonde + blue eyes + size 0–4,1
E0000612,2024-11-12T00:00:00,10049,C001,brown hair + green eyes + lookbook,1
E0000613,2024-11-10T00:00:00,10049,C004,blonde + blue eyes + size 0–4,1
E0000614,2025-04-25T00:00:00,10049,C001,beauty campaign + porcelain skin,1
E0000615,2024-09-13T00:00:00,10049,C009,fragrance + high cheekbones,1
E0000616,2024-09-14T00:00:00,10049,C009,blonde + blue eyes + size 0–4,1
E0000617,2024-10-28T00:00:00,10049,C001,editorial + runway height 175–182,1
E0000618,2024-10-28T00:00:00,10049,C001,fragrance + high cheekbones,1
E0000619,2024-09-30T00:00:00,10049,C034,luxury campaign + SS25 brief,1
E0000620,2024-09-30T00:00:00,10049,C034,brown hair + green eyes + lookbook,1
E0000621,2025-07-15T00:00:00,10049,C023,beauty campaign + porcelain skin,1
E0000622,2025-08-08T00:00:00,10049,C009,editorial + runway height 175–182,1
E0000623,2025-08-09T00:00:00,10049,C009,luxury campaign + SS25 brief,1
E0000624,2025-09-02T00:00:00,10049,C034,luxury campaign + SS25 brief,1
E0000625,2025-09-02T00:00:00,10049,C034,brown hair + green eyes + lookbook,1
E0000626,2025-02-13T00:00:00,10049,C018,fragrance + high cheekbones,1
E0000627,2025-09-26T00:00:00,10049,C037,brown hair + green eyes + lookbook,1
E0000628,2025-09-26T00:00:00,10049,C037,fragrance + high cheekbones,1
E0000629,2024-09-14T00:00:00,10049,C023,brown hair + green eyes + lookbook,1
E0000630,2024-09-14T00:00:00,10049,C023,fragrance + high cheekbones,1
E0000631,2024-09-05T00:00:00,10049,C013,beauty campaign + porcelain skin,1
E0000632,2024-09-04T00:00:00,10049,C013,brown hair + green eyes + lookbook,1
E0000633,2025-08-09T00:00:00,10049,C009,editorial + runway height 175–182,1
E0000634,2025-08-10T00:00:00,10049,C009,fragrance + high cheekbones,1
E0000635,2024-08-06T00:00:00,10049,C001,brown hair + green eyes + lookbook,1
E0000636,2025-06-20T00:00:00,10159,C005,brown hair + green eyes + lookbook,1
E0000637,2025-03-06T00:00:00,10159,C010,editorial + runway height 175–182,1
E0000638,2025-03-05T00:00:00,10159,C010,beauty campaign + porcelain skin,1
E0000639,2024-05-05T00:00:00,10154,C023,luxury campaign + SS25 brief,1
E0000640,2025-09-29T00:00:00,10154,C009,brown hair + green eyes + lookbook,1
E0000641,2024-06-16T00:00:00,10154,C037,blonde + blue eyes + size 0–4,1
E0000642,2025-05-10T00:00:00,10154,C032,fragrance + high cheekbones,1
E0000643,2025-05-09T00:00:00,10154,C032,editorial + runway height 175–182,1
E0000644,2024-06-18T00:00:00,10154,C021,fragrance + high cheekbones,1
E0000645,2024-06-18T00:00:00,10154,C021,blonde + blue eyes + size 0–4,1
E0000646,2024-08-12T00:00:00,10154,C036,luxury campaign + SS25 brief,1
E0000647,2025-06-16T00:00:00,10154,C036,beauty campaign + porcelain skin,1
E0000648,2025-06-15T00:00:00,10154,C036,blonde + blue eyes + size 0–4,1
E0000649,2024-11-14T00:00:00,10154,C012,blonde + blue eyes + size 0–4,1
E0000650,2024-10-29T00:00:00,10154,C011,fragrance + high cheekbones,1
E0000651,2024-06-26T00:00:00,10665,C011,editorial + runway height 175–182,1
E0000652,2025-04-10T00:00:00,10665,C031,beauty campaign + porcelain skin,1
E0000653,2025-03-11T00:00:00,10665,C017,luxury campaign + SS25 brief,1
E0000654,2025-03-11T00:00:00,10665,C017,fragrance + high cheekbones,1
E0000655,2025-05-18T00:00:00,10665,C035,fragrance + high cheekbones,1
E0000656,2024-11-18T00:00:00,10151,C036,beauty campaign + porcelain skin,1
E0000657,2024-11-17T00:00:00,10151,C036,beauty campaign + porcelain skin,1
E0000658,2025-10-08T00:00:00,9832,C007,luxury campaign + SS25 brief,1
E0000659,2025-02-24T00:00:00,9832,C017,blonde + blue eyes + size 0–4,1
E0000660,2025-02-24T00:00:00,9832,C017,fragrance + high cheekbones,1
E0000661,2024-11-24T00:00:00,9832,C002,fragrance + high cheekbones,1
E0000662,2024-11-23T00:00:00,9832,C002,blonde + blue eyes + size 0–4,1
E0000663,2025-03-23T00:00:00,9832,C010,luxury campaign + SS25 brief,1
E0000664,2024-10-18T00:00:00,9832,C015,blonde + blue eyes + size 0–4,1
E0000665,2024-10-17T00:00:00,9832,C015,fragrance + high cheekbones,1
E0000666,2024-12-26T00:00:00,9832,C002,beauty campaign + porcelain skin,1
E0000667,2024-12-26T00:00:00,9832,C002,fragrance + high cheekbones,1
E0000668,2024-06-28T00:00:00,10152,C010,blonde + blue eyes + size 0–4,1
E0000669,2024-10-09T00:00:00,10152,C009,brown hair + green eyes + lookbook,1
E0000670,2025-06-19T00:00:00,10152,C010,beauty campaign + porcelain skin,1
E0000671,2025-06-17T00:00:00,10152,C010,luxury campaign + SS25 brief,1
E0000672,2025-05-19T00:00:00,10152,C036,brown hair + green eyes + lookbook,1
E0000673,2025-02-05T00:00:00,10152,C034,beauty campaign + porcelain skin,1
E0000674,2025-02-03T00:00:00,10152,C034,editorial + runway height 175–182,1
E0000675,2025-05-10T00:00:00,10152,C007,fragrance + high cheekbones,1
E0000676,2025-05-11T00:00:00,10152,C007,blonde + blue eyes + size 0–4,1
E0000677,2025-06-08T00:00:00,10152,C027,blonde + blue eyes + size 0–4,1
E0000678,2025-06-01T00:00:00,10152,C033,beauty campaign + porcelain skin,1
E0000679,2025-03-26T00:00:00,10152,C022,brown hair + green eyes + lookbook,1
E0000680,2025-03-26T00:00:00,10152,C022,editorial + runway height 175–182,1
E0000681,2024-06-11T00:00:00,10152,C033,beauty campaign + porcelain skin,1
E0000682,2024-06-11T00:00:00,10152,C033,blonde + blue eyes + size 0–4,1
E0000683,2025-03-27T00:00:00,10152,C015,editorial + runway height 175–182,1
E0000684,2025-03-27T00:00:00,10152,C015,fragrance + high cheekbones,1
E0000685,2025-03-05T00:00:00,9694,C027,blonde + blue eyes + size 0–4,1
E0000686,2025-03-03T00:00:00,9694,C027,brown hair + green eyes + lookbook,1
E0000687,2024-10-19T00:00:00,9694,C006,fragrance + high cheekbones,1
E0000688,2025-03-23T00:00:00,9694,C027,fragrance + high cheekbones,1
E0000689,2025-03-22T00:00:00,9694,C027,brown hair + green eyes + lookbook,1
E0000690,2024-09-06T00:00:00,9694,C027,editorial + runway height 175–182,1
E0000691,2025-09-05T00:00:00,10114,C012,blonde + blue eyes + size 0–4,1
E0000692,2025-04-18T00:00:00,10114,C016,luxury campaign + SS25 brief,1
E0000693,2024-07-13T00:00:00,10114,C014,fragrance + high cheekbones,1
E0000694,2024-10-30T00:00:00,10114,C016,brown hair + green eyes + lookbook,1
E0000695,2024-10-31T00:00:00,10114,C016,fragrance + high cheekbones,1
E0000696,2025-09-02T00:00:00,10114,C002,editorial + runway height 175–182,1
E0000697,2025-05-22T00:00:00,10114,C002,editorial + runway height 175–182,1
E0000698,2025-09-19T00:00:00,10114,C026,beauty campaign + porcelain skin,1
E0000699,2025-09-19T00:00:00,10114,C026,brown hair + green eyes + lookbook,1
